date,Temperature,GHR,Pyranometer,Temperature probe,Sun azimuth,Clearness index,Month,Hour,Power
201811211615,227,20,10,3.6,-0.407515721029628,-6.96171847460539,0.866025403784438,5.51091059616309e-16,3.625625
201811211630,153,15,9.3,3.3,-0.372429061497069,-1.55720441795884,0.866025403784438,5.51091059616309e-16,2.258647
201811211645,68,8,9.1,2.2,-0.337577829582396,-0.412964644934977,0.866025403784438,5.51091059616309e-16,1.142054
201811211700,26,0,8.3,0.6,-0.302892269055417,-0.112285430308766,0.866025403784438,-1,0.290623
201811211715,0,0,7.9,1.3,-0.26828718411368,-0,0.866025403784438,-1,0
201811211730,0,0,7.5,0,-0.233662262600309,-0,0.866025403784438,-1,0
201811211745,0,0,7,2,-0.198901634878227,-0,0.866025403784438,-1,0
201811211800,0,0,5.8,0.9,-0.163872648923981,-0,0.866025403784438,-2.44991257893129e-15,0
201811211815,0,0,5.2,1.8,-0.12842380815611,-0,0.866025403784438,-2.44991257893129e-15,0
201811220730,15,7,1,2.7,-0.612188284058584,0.0488675935914594,0.866025403784438,1,0.8568
201811220745,25,13,1,1.4,-0.649067358734174,0.069332823466288,0.866025403784438,1,1.909311
201811220800,37,20,1.7,2.5,-0.685930540504452,0.0899219818894684,0.866025403784438,6.12323399573677e-17,3.082771
201811220815,48,25,2.1,3.7,-0.722579844679202,0.104484415804566,0.866025403784438,6.12323399573677e-17,4.354549
201811220830,296,32,2.7,3.4,-0.758759360232368,0.587107167415496,0.866025403784438,6.12323399573677e-17,5.740289
201811220845,364,37,3.5,3.5,-0.794150163759876,0.667178857518635,0.866025403784438,6.12323399573677e-17,7.032619
201811220900,420,40,4.5,4.6,-0.828367626708446,0.719839819100812,0.866025403784438,-1,8.131373
201811220915,485,42,4.9,5.5,-0.860962550621764,0.785232331012112,0.866025403784438,-1,9.288899
201811220930,547,44,5.3,4.9,-0.891427699832987,0.844136049025752,0.866025403784438,-1,10.31693
201811220945,600,48,6.1,4.6,-0.919211175145005,0.889708941854617,0.866025403784438,-1,11.28746
201811221000,651,49,6.7,5.8,-0.943737550942623,0.934441595507526,0.866025403784438,-1.83697019872103e-16,12.02614
201811221015,695,51,6.7,5.6,-0.964436696621094,0.972314807109695,0.866025403784438,-1.83697019872103e-16,12.70906
201811221030,740,51,7.1,4.4,-0.980778761209823,1.0155778180613,0.866025403784438,-1.83697019872103e-16,13.31767
201811221045,772,52,7.3,6.1,-0.992312149045463,1.04579570033586,0.866025403784438,-1.83697019872103e-16,13.82542
201811221100,811,53,8,3,-0.998699882809725,1.09095969559851,0.866025403784438,1,14.2244
